"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","Data","N","Sessenta"
"276",296,"AFV03","Circuito Mylena","C7","N","N","0","0","0",0,"N","2017/06/29",296,21
"277",246,"AFV03","Circuito Mylena","C7","N","N","0","0","0",0,"N","2017/07/13",246,21
"278",266,"AFV03","Circuito Mylena","C7","N","N","0","0","0",0,"N","2017/08/15",266,21
"279",217,"AFV03","Circuito Mylena","C8","N","N","0","0","0",0,"N","2017/05/05",217,21
"280",227,"AFV03","Circuito Mylena","C8","N","N","0","0","0",0,"N","2017/05/07",227,21
"281",237,"AFV03","Circuito Mylena","C8","N","N","0","0","0",0,"N","2017/05/11",237,21
"282",277,"AFV03","Circuito Mylena","C8","N","N","0","0","0",0,"N","2017/05/18",277,21
"283",287,"AFV03","Circuito Mylena","C8","N","N","0","0","0",0,"N","2017/05/25",287,21
"284",207,"AFV03","Circuito Mylena","C8","N","N","0","0","0",0,"N","2017/06/01",207,21
"285",257,"AFV03","Circuito Mylena","C8","N","N","0","0","0",0,"N","2017/06/15",257,21
"286",297,"AFV03","Circuito Mylena","C8","N","N","0","0","0",0,"N","2017/06/29",297,21
"287",247,"AFV03","Circuito Mylena","C8","N","N","0","0","0",0,"N","2017/07/13",247,21
"288",267,"AFV03","Circuito Mylena","C8","N","N","0","0","0",0,"N","2017/08/15",267,21
"289",218,"AFV03","Circuito Mylena","C9","N","N","0","0","0",0,"N","2017/05/05",218,21
"290",228,"AFV03","Circuito Mylena","C9","D","N","3","0","0",0,"N","2017/05/07",228,21
"291",238,"AFV03","Circuito Mylena","C9","D","N","3","0","0",0,"N","2017/05/11",238,21
"292",278,"AFV03","Circuito Mylena","C9","D","N","3","0","0",0,"N","2017/05/18",278,21
"293",288,"AFV03","Circuito Mylena","C9","D","S","39","36","0",0,"S","2017/05/25",288,21
"294",208,"AFV03","Circuito Mylena","C9","D","S","39","36","0",0,"N","2017/06/01",208,21
"295",258,"AFV03","Circuito Mylena","C9","D","S","39","36","0",0,"N","2017/06/15",258,21
"296",298,"AFV03","Circuito Mylena","C9","D","S","39","36","0",0,"N","2017/06/29",298,21
"297",248,"AFV03","Circuito Mylena","C9","D","S","39","36","0",0,"N","2017/07/13",248,21
"298",268,"AFV03","Circuito Mylena","C9","D","S","39","36","0",0,"N","2017/08/15",268,21
"299",309,"AFV04","Estrada Excelsior","C1","N","N","0","0","0",0,"N","2017/05/05",309,29
"300",319,"AFV04","Estrada Excelsior","C1","N","N","0","0","0",0,"N","2017/05/07",319,29
"301",329,"AFV04","Estrada Excelsior","C1","N","N","0","0","0",0,"N","2017/05/11",329,29
"302",369,"AFV04","Estrada Excelsior","C1","N","N","0","0","0",0,"N","2017/05/18",369,29
"303",379,"AFV04","Estrada Excelsior","C1","N","N","0","0","0",0,"N","2017/05/25",379,29
"304",299,"AFV04","Estrada Excelsior","C1","N","N","0","0","0",0,"N","2017/06/01",299,29
"305",349,"AFV04","Estrada Excelsior","C1","N","N","0","0","0",0,"N","2017/06/15",349,29
"306",389,"AFV04","Estrada Excelsior","C1","N","N","0","0","0",0,"N","2017/06/29",389,29
"307",339,"AFV04","Estrada Excelsior","C1","N","N","0","0","0",0,"N","2017/07/13",339,29
"308",359,"AFV04","Estrada Excelsior","C1","N","N","0","0","0",0,"N","2017/08/15",359,29
"309",310,"AFV04","Estrada Excelsior","C10","N","N","0","0","0",0,"N","2017/05/05",310,29
"310",320,"AFV04","Estrada Excelsior","C10","N","N","0","0","0",0,"N","2017/05/07",320,29
"311",330,"AFV04","Estrada Excelsior","C10","N","N","0","0","0",0,"N","2017/05/11",330,29
"312",370,"AFV04","Estrada Excelsior","C10","N","N","0","0","0",0,"N","2017/05/18",370,29
"313",380,"AFV04","Estrada Excelsior","C10","N","N","0","0","0",0,"N","2017/05/25",380,29
"314",300,"AFV04","Estrada Excelsior","C10","P","N","11","0","0",0,"S","2017/06/01",300,29
"315",350,"AFV04","Estrada Excelsior","C10","P","N","11","0","0",0,"N","2017/06/15",350,29
"316",390,"AFV04","Estrada Excelsior","C10","P","N","11","0","0",0,"N","2017/06/29",390,29
"317",340,"AFV04","Estrada Excelsior","C10","P","N","11","0","0",0,"N","2017/07/13",340,29
"318",360,"AFV04","Estrada Excelsior","C10","P","N","11","0","0",0,"N","2017/08/15",360,29
"319",311,"AFV04","Estrada Excelsior","C2","N","N","0","0","0",0,"N","2017/05/05",311,29
"320",321,"AFV04","Estrada Excelsior","C2","N","N","0","0","0",0,"N","2017/05/07",321,29
"321",331,"AFV04","Estrada Excelsior","C2","N","N","0","0","0",0,"N","2017/05/11",331,29
"322",371,"AFV04","Estrada Excelsior","C2","N","N","0","0","0",0,"N","2017/05/18",371,29
"323",381,"AFV04","Estrada Excelsior","C2","N","N","0","0","0",0,"N","2017/05/25",381,29
"324",301,"AFV04","Estrada Excelsior","C2","P","N","11","0","0",0,"S","2017/06/01",301,29
"325",351,"AFV04","Estrada Excelsior","C2","P","N","11","0","0",0,"N","2017/06/15",351,29
"326",391,"AFV04","Estrada Excelsior","C2","P","N","11","0","0",0,"N","2017/06/29",391,29
"327",341,"AFV04","Estrada Excelsior","C2","P","N","11","0","0",0,"N","2017/07/13",341,29
"328",361,"AFV04","Estrada Excelsior","C2","P","N","11","0","0",0,"N","2017/08/15",361,29
"329",312,"AFV04","Estrada Excelsior","C3","N","N","0","0","0",0,"N","2017/05/05",312,29
"330",322,"AFV04","Estrada Excelsior","C3","N","N","0","0","0",0,"N","2017/05/07",322,29
"331",332,"AFV04","Estrada Excelsior","C3","N","N","0","0","0",0,"N","2017/05/11",332,29
"332",372,"AFV04","Estrada Excelsior","C3","N","N","0","0","0",0,"N","2017/05/18",372,29
"333",382,"AFV04","Estrada Excelsior","C3","N","N","0","0","0",0,"N","2017/05/25",382,29
"334",302,"AFV04","Estrada Excelsior","C3","P","N","9","0","0",0,"S","2017/06/01",302,29
"335",352,"AFV04","Estrada Excelsior","C3","P","N","9","0","0",0,"N","2017/06/15",352,29
"336",392,"AFV04","Estrada Excelsior","C3","P","N","9","0","0",0,"N","2017/06/29",392,29
"337",342,"AFV04","Estrada Excelsior","C3","P","N","9","0","0",0,"N","2017/07/13",342,29
"338",362,"AFV04","Estrada Excelsior","C3","P","N","9","0","0",0,"N","2017/08/15",362,29
"339",313,"AFV04","Estrada Excelsior","C4","N","N","0","0","0",0,"N","2017/05/05",313,29
"340",323,"AFV04","Estrada Excelsior","C4","N","N","0","0","0",0,"N","2017/05/07",323,29
"341",333,"AFV04","Estrada Excelsior","C4","N","N","0","0","0",0,"N","2017/05/11",333,29
"342",373,"AFV04","Estrada Excelsior","C4","N","N","0","0","0",0,"N","2017/05/18",373,29
"343",383,"AFV04","Estrada Excelsior","C4","N","N","0","0","0",0,"N","2017/05/25",383,29
"344",303,"AFV04","Estrada Excelsior","C4","N","N","0","0","0",0,"N","2017/06/01",303,29
"345",353,"AFV04","Estrada Excelsior","C4","N","N","0","0","0",0,"N","2017/06/15",353,29
"346",393,"AFV04","Estrada Excelsior","C4","N","N","0","0","0",0,"N","2017/06/29",393,29
"347",343,"AFV04","Estrada Excelsior","C4","N","N","0","0","0",0,"N","2017/07/13",343,29
"348",363,"AFV04","Estrada Excelsior","C4","N","N","0","0","0",0,"N","2017/08/15",363,29
"349",314,"AFV04","Estrada Excelsior","C5","N","N","0","0","0",0,"N","2017/05/05",314,29
"350",324,"AFV04","Estrada Excelsior","C5","N","N","0","0","0",0,"N","2017/05/07",324,29
"351",334,"AFV04","Estrada Excelsior","C5","N","N","0","0","0",0,"N","2017/05/11",334,29
"352",374,"AFV04","Estrada Excelsior","C5","N","N","0","0","0",0,"N","2017/05/18",374,29
"353",384,"AFV04","Estrada Excelsior","C5","D","S","11.5","0","0",0,"S","2017/05/25",384,29
"354",304,"AFV04","Estrada Excelsior","C5","D","S","11.5","0","0",0,"N","2017/06/01",304,29
"355",354,"AFV04","Estrada Excelsior","C5","D","S","11.5","0","0",0,"N","2017/06/15",354,29
"356",394,"AFV04","Estrada Excelsior","C5","D","S","11.5","0","0",0,"N","2017/06/29",394,29
"357",344,"AFV04","Estrada Excelsior","C5","D","S","11.5","0","0",0,"N","2017/07/13",344,29
"358",364,"AFV04","Estrada Excelsior","C5","D","S","11.5","0","0",0,"N","2017/08/15",364,29
"359",315,"AFV04","Estrada Excelsior","C6","N","N","0","0","0",0,"N","2017/05/05",315,29
"360",325,"AFV04","Estrada Excelsior","C6","N","N","0","0","0",0,"N","2017/05/07",325,29
"361",335,"AFV04","Estrada Excelsior","C6","N","N","0","0","0",0,"N","2017/05/11",335,29
"362",375,"AFV04","Estrada Excelsior","C6","N","N","0","0","0",0,"N","2017/05/18",375,29
"363",385,"AFV04","Estrada Excelsior","C6","N","N","0","0","0",0,"N","2017/05/25",385,29
"364",305,"AFV04","Estrada Excelsior","C6","N","N","0","0","0",0,"N","2017/06/01",305,29
"365",355,"AFV04","Estrada Excelsior","C6","N","N","0","0","0",0,"N","2017/06/15",355,29
"366",395,"AFV04","Estrada Excelsior","C6","N","N","0","0","0",0,"N","2017/06/29",395,29
"367",345,"AFV04","Estrada Excelsior","C6","N","N","0","0","0",0,"N","2017/07/13",345,29
"368",365,"AFV04","Estrada Excelsior","C6","N","N","0","0","0",0,"N","2017/08/15",365,29
"369",316,"AFV04","Estrada Excelsior","C7","N","N","0","0","0",0,"N","2017/05/05",316,29
"370",326,"AFV04","Estrada Excelsior","C7","N","N","0","0","0",0,"N","2017/05/07",326,29
"371",336,"AFV04","Estrada Excelsior","C7","N","N","0","0","0",0,"N","2017/05/11",336,29
"372",376,"AFV04","Estrada Excelsior","C7","N","N","0","0","0",0,"N","2017/05/18",376,29
"373",386,"AFV04","Estrada Excelsior","C7","N","N","0","0","0",0,"N","2017/05/25",386,29
"374",306,"AFV04","Estrada Excelsior","C7","N","N","0","0","0",0,"N","2017/06/01",306,29
"375",356,"AFV04","Estrada Excelsior","C7","N","N","0","0","0",0,"N","2017/06/15",356,29
"376",396,"AFV04","Estrada Excelsior","C7","N","N","0","0","0",0,"N","2017/06/29",396,29
"377",346,"AFV04","Estrada Excelsior","C7","N","N","0","0","0",0,"N","2017/07/13",346,29
"378",366,"AFV04","Estrada Excelsior","C7","N","N","0","0","0",0,"N","2017/08/15",366,29
"379",317,"AFV04","Estrada Excelsior","C8","N","N","0","0","0",0,"N","2017/05/05",317,29
"380",327,"AFV04","Estrada Excelsior","C8","N","N","0","0","0",0,"N","2017/05/07",327,29
"381",337,"AFV04","Estrada Excelsior","C8","N","N","0","0","0",0,"N","2017/05/11",337,29
"382",377,"AFV04","Estrada Excelsior","C8","N","N","0","0","0",0,"N","2017/05/18",377,29
"383",387,"AFV04","Estrada Excelsior","C8","N","N","0","0","0",0,"N","2017/05/25",387,29
"384",307,"AFV04","Estrada Excelsior","C8","D","N","2","0","0",0,"S","2017/06/01",307,29
"385",357,"AFV04","Estrada Excelsior","C8","D","N","2","0","0",0,"N","2017/06/15",357,29
"386",397,"AFV04","Estrada Excelsior","C8","N","N","0","2","0",0,"N","2017/06/29",397,29
"387",347,"AFV04","Estrada Excelsior","C8","N","N","0","2","0",0,"N","2017/07/13",347,29
"388",367,"AFV04","Estrada Excelsior","C8","N","N","0","2","0",0,"N","2017/08/15",367,29
"389",318,"AFV04","Estrada Excelsior","C9","N","N","0","0","0",0,"N","2017/05/05",318,29
"390",328,"AFV04","Estrada Excelsior","C9","N","N","0","0","0",0,"N","2017/05/07",328,29
"391",338,"AFV04","Estrada Excelsior","C9","N","N","0","0","0",0,"N","2017/05/11",338,29
"392",378,"AFV04","Estrada Excelsior","C9","N","N","0","0","0",0,"N","2017/05/18",378,29
"393",388,"AFV04","Estrada Excelsior","C9","N","N","0","0","0",0,"N","2017/05/25",388,29
"394",308,"AFV04","Estrada Excelsior","C9","N","N","0","0","0",0,"N","2017/06/01",308,29
"395",358,"AFV04","Estrada Excelsior","C9","N","N","0","0","0",0,"N","2017/06/15",358,29
"396",398,"AFV04","Estrada Excelsior","C9","N","N","0","0","0",0,"N","2017/06/29",398,29
"397",348,"AFV04","Estrada Excelsior","C9","N","N","0","0","0",0,"N","2017/07/13",348,29
"398",368,"AFV04","Estrada Excelsior","C9","N","N","0","0","0",0,"N","2017/08/15",368,29
"399",409,"AFV05b","Banheiro","C1","N","N","0","0","0",0,"N","2017/05/05",409,7
"400",419,"AFV05b","Banheiro","C1","N","N","0","0","0",0,"N","2017/05/07",419,7
"401",429,"AFV05b","Banheiro","C1","N","N","0","0","0",0,"N","2017/05/11",429,7
"402",469,"AFV05b","Banheiro","C1","P","N","11.1","0","0",0,"S","2017/05/18",469,7
"403",479,"AFV05b","Banheiro","C1","P","N","11.1","0","0",0,"N","2017/05/25",479,7
"404",399,"AFV05b","Banheiro","C1","P","N","11.1","0","0",0,"N","2017/06/01",399,7
"405",449,"AFV05b","Banheiro","C1","P","N","11.1","0","0",0,"N","2017/06/15",449,7
"406",489,"AFV05b","Banheiro","C1","P","N","11.1","0","0",0,"N","2017/06/29",489,7
"407",439,"AFV05b","Banheiro","C1","P","N","11.1","0","0",0,"N","2017/07/13",439,7
"408",459,"AFV05b","Banheiro","C1","P","N","11.1","0","0",0,"N","2017/08/15",459,7
"409",410,"AFV05b","Banheiro","C10","N","N","0","0","0",0,"N","2017/05/05",410,7
"410",420,"AFV05b","Banheiro","C10","N","N","0","0","0",0,"N","2017/05/07",420,7
"411",430,"AFV05b","Banheiro","C10","N","N","0","0","0",0,"N","2017/05/11",430,7
"412",470,"AFV05b","Banheiro","C10","P","N","13","0","0",0,"S","2017/05/18",470,7
"413",480,"AFV05b","Banheiro","C10","P","N","13","0","0",0,"N","2017/05/25",480,7
"414",400,"AFV05b","Banheiro","C10","P","N","13","0","0",0,"N","2017/06/01",400,7
"415",450,"AFV05b","Banheiro","C10","P","N","13","0","0",0,"N","2017/06/15",450,7
"416",490,"AFV05b","Banheiro","C10","P","N","13","0","0",0,"N","2017/06/29",490,7
"417",440,"AFV05b","Banheiro","C10","P","N","13","0","0",0,"N","2017/07/13",440,7
"418",460,"AFV05b","Banheiro","C10","P","N","13","0","0",0,"N","2017/08/15",460,7
"419",411,"AFV05b","Banheiro","C2","N","N","0","0","0",0,"N","2017/05/05",411,7
"420",421,"AFV05b","Banheiro","C2","N","N","0","0","0",0,"N","2017/05/07",421,7
"421",431,"AFV05b","Banheiro","C2","N","N","0","0","0",0,"N","2017/05/11",431,7
"422",471,"AFV05b","Banheiro","C2","N","N","0","0","0",0,"N","2017/05/18",471,7
"423",481,"AFV05b","Banheiro","C2","N","N","0","0","0",0,"N","2017/05/25",481,7
"424",401,"AFV05b","Banheiro","C2","N","N","0","0","0",0,"N","2017/06/01",401,7
"425",451,"AFV05b","Banheiro","C2","N","N","0","0","0",0,"N","2017/06/15",451,7
"426",491,"AFV05b","Banheiro","C2","N","N","0","0","0",0,"N","2017/06/29",491,7
"427",441,"AFV05b","Banheiro","C2","N","N","0","0","0",0,"N","2017/07/13",441,7
"428",461,"AFV05b","Banheiro","C2","N","N","0","0","0",0,"N","2017/08/15",461,7
"429",412,"AFV05b","Banheiro","C3","N","N","0","0","0",0,"N","2017/05/05",412,7
"430",422,"AFV05b","Banheiro","C3","N","N","0","0","0",0,"N","2017/05/07",422,7
"431",432,"AFV05b","Banheiro","C3","N","N","0","0","0",0,"N","2017/05/11",432,7
"432",472,"AFV05b","Banheiro","C3","N","N","0","0","0",0,"N","2017/05/18",472,7
"433",482,"AFV05b","Banheiro","C3","N","N","0","0","0",0,"N","2017/05/25",482,7
"434",402,"AFV05b","Banheiro","C3","N","N","0","0","0",0,"N","2017/06/01",402,7
"435",452,"AFV05b","Banheiro","C3","N","N","0","0","0",0,"N","2017/06/15",452,7
"436",492,"AFV05b","Banheiro","C3","N","N","0","0","0",0,"N","2017/06/29",492,7
"437",442,"AFV05b","Banheiro","C3","N","N","0","0","0",0,"N","2017/07/13",442,7
"438",462,"AFV05b","Banheiro","C3","N","N","0","0","0",0,"N","2017/08/15",462,7
"439",413,"AFV05b","Banheiro","C4","N","N","0","0","0",0,"N","2017/05/05",413,7
"440",423,"AFV05b","Banheiro","C4","N","N","0","0","0",0,"N","2017/05/07",423,7
"441",433,"AFV05b","Banheiro","C4","N","N","0","0","0",0,"N","2017/05/11",433,7
"442",473,"AFV05b","Banheiro","C4","N","N","0","0","0",0,"N","2017/05/18",473,7
"443",483,"AFV05b","Banheiro","C4","N","N","0","0","0",0,"N","2017/05/25",483,7
"444",403,"AFV05b","Banheiro","C4","N","N","0","0","0",0,"N","2017/06/01",403,7
"445",453,"AFV05b","Banheiro","C4","N","N","0","0","0",0,"N","2017/06/15",453,7
"446",493,"AFV05b","Banheiro","C4","N","N","0","0","0",0,"N","2017/06/29",493,7
"447",443,"AFV05b","Banheiro","C4","N","N","0","0","0",0,"N","2017/07/13",443,7
"448",463,"AFV05b","Banheiro","C4","N","N","0","0","0",0,"N","2017/08/15",463,7
"449",414,"AFV05b","Banheiro","C5","N","N","0","0","0",0,"N","2017/05/05",414,7
"450",424,"AFV05b","Banheiro","C5","N","N","0","0","0",0,"N","2017/05/07",424,7
"451",434,"AFV05b","Banheiro","C5","N","N","0","0","0",0,"N","2017/05/11",434,7
"452",474,"AFV05b","Banheiro","C5","P","N","11.1","0","0",0,"S","2017/05/18",474,7
"453",484,"AFV05b","Banheiro","C5","P","N","11.1","0","0",0,"N","2017/05/25",484,7
"454",404,"AFV05b","Banheiro","C5","P","N","11.1","0","0",0,"N","2017/06/01",404,7
"455",454,"AFV05b","Banheiro","C5","P","N","11.1","0","0",0,"N","2017/06/15",454,7
"456",494,"AFV05b","Banheiro","C5","P","N","11.1","0","0",0,"N","2017/06/29",494,7
"457",444,"AFV05b","Banheiro","C5","P","N","11.1","0","0",0,"N","2017/07/13",444,7
"458",464,"AFV05b","Banheiro","C5","P","N","11.1","0","0",0,"N","2017/08/15",464,7
"459",415,"AFV05b","Banheiro","C6","N","N","0","0","0",0,"N","2017/05/05",415,7
"460",425,"AFV05b","Banheiro","C6","N","N","0","0","0",0,"N","2017/05/07",425,7
"461",435,"AFV05b","Banheiro","C6","N","N","0","0","0",0,"N","2017/05/11",435,7
"462",475,"AFV05b","Banheiro","C6","P","N","11.2","0","0",0,"S","2017/05/18",475,7
"463",485,"AFV05b","Banheiro","C6","P","N","11.2","0","0",0,"N","2017/05/25",485,7
"464",405,"AFV05b","Banheiro","C6","P","N","11.2","0","0",0,"N","2017/06/01",405,7
"465",455,"AFV05b","Banheiro","C6","P","N","11.2","0","0",0,"N","2017/06/15",455,7
"466",495,"AFV05b","Banheiro","C6","P","N","11.2","0","0",0,"N","2017/06/29",495,7
"467",445,"AFV05b","Banheiro","C6","P","N","11.2","0","0",0,"N","2017/07/13",445,7
"468",465,"AFV05b","Banheiro","C6","P","N","11.2","0","0",0,"N","2017/08/15",465,7
"469",416,"AFV05b","Banheiro","C7","N","N","0","0","0",0,"N","2017/05/05",416,7
"470",426,"AFV05b","Banheiro","C7","N","N","0","0","0",0,"N","2017/05/07",426,7
"471",436,"AFV05b","Banheiro","C7","P","N","12.7","0","0",0,"S","2017/05/11",436,7
"472",476,"AFV05b","Banheiro","C7","P","N","12.7","0","0",0,"N","2017/05/18",476,7
"473",486,"AFV05b","Banheiro","C7","P","N","12.7","0","0",0,"N","2017/05/25",486,7
"474",406,"AFV05b","Banheiro","C7","P","N","12.7","0","0",0,"N","2017/06/01",406,7
"475",456,"AFV05b","Banheiro","C7","P","N","12.7","0","0",0,"N","2017/06/15",456,7
"476",496,"AFV05b","Banheiro","C7","P","N","12.7","0","0",0,"N","2017/06/29",496,7
"477",446,"AFV05b","Banheiro","C7","P","N","12.7","0","0",0,"N","2017/07/13",446,7
"478",466,"AFV05b","Banheiro","C7","P","N","12.7","0","0",0,"N","2017/08/15",466,7
"479",417,"AFV05b","Banheiro","C8","N","N","0","0","0",0,"N","2017/05/05",417,7
"480",427,"AFV05b","Banheiro","C8","S","N","3.2","0","0",0,"S","2017/05/07",427,7
"481",437,"AFV05b","Banheiro","C8","S","N","3.2","0","0",0,"N","2017/05/11",437,7
"482",477,"AFV05b","Banheiro","C8","S","N","3.2","0","0",0,"N","2017/05/18",477,7
"483",487,"AFV05b","Banheiro","C8","S","N","3.2","0","0",0,"N","2017/05/25",487,7
"484",407,"AFV05b","Banheiro","C8","S","N","3.2","0","0",0,"N","2017/06/01",407,7
"485",457,"AFV05b","Banheiro","C8","S","N","3.2","0","0",0,"N","2017/06/15",457,7
"486",497,"AFV05b","Banheiro","C8","S","N","3.2","0","0",0,"N","2017/06/29",497,7
"487",447,"AFV05b","Banheiro","C8","S","N","3.2","0","0",0,"N","2017/07/13",447,7
"488",467,"AFV05b","Banheiro","C8","S","N","3.2","0","0",0,"N","2017/08/15",467,7
"489",418,"AFV05b","Banheiro","C9","N","N","0","0","0",0,"N","2017/05/05",418,7
"490",428,"AFV05b","Banheiro","C9","N","N","0","0","0",0,"N","2017/05/07",428,7
"491",438,"AFV05b","Banheiro","C9","N","N","0","0","0",0,"N","2017/05/11",438,7
"492",478,"AFV05b","Banheiro","C9","P","N","11.1","0","0",0,"S","2017/05/18",478,7
"493",488,"AFV05b","Banheiro","C9","P","N","11.1","0","0",0,"N","2017/05/25",488,7
"494",408,"AFV05b","Banheiro","C9","P","N","11.1","0","0",0,"N","2017/06/01",408,7
"495",458,"AFV05b","Banheiro","C9","P","N","11.1","0","0",0,"N","2017/06/15",458,7
"496",498,"AFV05b","Banheiro","C9","P","N","11.1","0","0",0,"N","2017/06/29",498,7
"497",448,"AFV05b","Banheiro","C9","P","N","11.1","0","0",0,"N","2017/07/13",448,7
"498",468,"AFV05b","Banheiro","C9","P","N","11.1","0","0",0,"N","2017/08/15",468,7
"499",509,"AFV06","Muro","C1","N","N","0","0","0",0,"N","2017/05/05",509,7.23
"500",519,"AFV06","Muro","C1","N","N","0","0","0",0,"N","2017/05/07",519,7.23
"501",529,"AFV06","Muro","C1","N","N","0","0","0",0,"N","2017/05/11",529,7.23
"502",569,"AFV06","Muro","C1","D","N","2.8","0","0",0,"S","2017/05/18",569,7.23
"503",579,"AFV06","Muro","C1","D","N","2.8","0","0",0,"N","2017/05/25",579,7.23
"504",499,"AFV06","Muro","C1","D","N","2.8","0","0",0,"N","2017/06/01",499,7.23
"505",549,"AFV06","Muro","C1","S","N","6","0","0",0,"S","2017/06/15",549,7.23
"506",589,"AFV06","Muro","C1","S","N","6","0","0",0,"N","2017/06/29",589,7.23
"507",539,"AFV06","Muro","C1","S","N","6","0","0",0,"N","2017/07/13",539,7.23
"508",559,"AFV06","Muro","C1","S","N","6","0","0",0,"N","2017/08/15",559,7.23
"509",510,"AFV06","Muro","C10","N","N","0","0","0",0,"N","2017/05/05",510,7.23
"510",520,"AFV06","Muro","C10","N","N","0","0","0",0,"N","2017/05/07",520,7.23
"511",530,"AFV06","Muro","C10","N","N","0","0","0",0,"N","2017/05/11",530,7.23
"512",570,"AFV06","Muro","C10","N","N","0","0","0",0,"N","2017/05/18",570,7.23
"513",580,"AFV06","Muro","C10","N","N","0","0","0",0,"N","2017/05/25",580,7.23
"514",500,"AFV06","Muro","C10","N","N","0","0","0",0,"N","2017/06/01",500,7.23
"515",550,"AFV06","Muro","C10","N","N","6","0","0",0,"N","2017/06/15",550,7.23
"516",590,"AFV06","Muro","C10","N","N","6","0","0",0,"N","2017/06/29",590,7.23
"517",540,"AFV06","Muro","C10","N","N","6","0","0",0,"N","2017/07/13",540,7.23
"518",560,"AFV06","Muro","C10","N","N","6","0","0",0,"N","2017/08/15",560,7.23
"519",511,"AFV06","Muro","C2","N","N","0","0","0",0,"N","2017/05/05",511,7.23
"520",521,"AFV06","Muro","C2","N","N","0","0","0",0,"N","2017/05/07",521,7.23
"521",531,"AFV06","Muro","C2","N","N","0","0","0",0,"N","2017/05/11",531,7.23
"522",571,"AFV06","Muro","C2","N","N","0","0","0",0,"N","2017/05/18",571,7.23
"523",581,"AFV06","Muro","C2","N","N","0","0","0",0,"N","2017/05/25",581,7.23
"524",501,"AFV06","Muro","C2","D","N","2.5","0","0",0,"S","2017/06/01",501,7.23
"525",551,"AFV06","Muro","C2","RP","N","15","0","0",0,"S","2017/06/15",551,7.23
"526",591,"AFV06","Muro","C2","RP","N","15","0","0",0,"N","2017/06/29",591,7.23
"527",541,"AFV06","Muro","C2","RP","N","15","0","0",0,"N","2017/07/13",541,7.23
"528",561,"AFV06","Muro","C2","RP","N","15","0","0",0,"N","2017/08/15",561,7.23
"529",512,"AFV06","Muro","C3","N","N","0","0","0",0,"N","2017/05/05",512,7.23
"530",522,"AFV06","Muro","C3","N","N","0","0","0",0,"N","2017/05/07",522,7.23
"531",532,"AFV06","Muro","C3","N","N","0","0","0",0,"N","2017/05/11",532,7.23
"532",572,"AFV06","Muro","C3","N","N","0","0","0",0,"N","2017/05/18",572,7.23
"533",582,"AFV06","Muro","C3","N","N","0","0","0",0,"N","2017/05/25",582,7.23
"534",502,"AFV06","Muro","C3","N","N","0","0","0",0,"N","2017/06/01",502,7.23
"535",552,"AFV06","Muro","C3","P","N","7","0","0",0,"S","2017/06/15",552,7.23
"536",592,"AFV06","Muro","C3","P","N","7","0","0",0,"N","2017/06/29",592,7.23
"537",542,"AFV06","Muro","C3","P","N","7","0","0",0,"N","2017/07/13",542,7.23
"538",562,"AFV06","Muro","C3","P","N","7","0","0",0,"N","2017/08/15",562,7.23
"539",513,"AFV06","Muro","C4","N","N","0","0","0",0,"N","2017/05/05",513,7.23
"540",523,"AFV06","Muro","C4","N","N","0","0","0",0,"N","2017/05/07",523,7.23
"541",533,"AFV06","Muro","C4","D","N","2.85","0","0",0,"S","2017/05/11",533,7.23
"542",573,"AFV06","Muro","C4","D","N","2.85","0","0",0,"N","2017/05/18",573,7.23
"543",583,"AFV06","Muro","C4","D","N","2.85","0","0",0,"N","2017/05/25",583,7.23
"544",503,"AFV06","Muro","C4","D","N","2.85","0","0",0,"N","2017/06/01",503,7.23
"545",553,"AFV06","Muro","C4","S","N","73","0","0",0,"S","2017/06/15",553,7.23
"546",593,"AFV06","Muro","C4","S","N","73","0","0",0,"N","2017/06/29",593,7.23
"547",543,"AFV06","Muro","C4","S","N","73","0","0",0,"N","2017/07/13",543,7.23
"548",563,"AFV06","Muro","C4","S","N","73","0","0",0,"N","2017/08/15",563,7.23
"549",514,"AFV06","Muro","C5","N","N","0","0","0",0,"N","2017/05/05",514,7.23
"550",524,"AFV06","Muro","C5","N","N","0","0","0",0,"N","2017/05/07",524,7.23
"551",534,"AFV06","Muro","C5","N","N","0","0","0",0,"N","2017/05/11",534,7.23
"552",574,"AFV06","Muro","C5","N","N","0","0","0",0,"N","2017/05/18",574,7.23
"553",584,"AFV06","Muro","C5","N","N","0","0","0",0,"N","2017/05/25",584,7.23
"554",504,"AFV06","Muro","C5","N","N","0","0","0",0,"N","2017/06/01",504,7.23
"555",554,"AFV06","Muro","C5","P","N","17","0","0",0,"S","2017/06/15",554,7.23
"556",594,"AFV06","Muro","C5","P","N","17","0","0",0,"N","2017/06/29",594,7.23
"557",544,"AFV06","Muro","C5","P","N","17","0","0",0,"N","2017/07/13",544,7.23
"558",564,"AFV06","Muro","C5","P","N","17","0","0",0,"N","2017/08/15",564,7.23
"559",515,"AFV06","Muro","C6","N","N","0","0","0",0,"N","2017/05/05",515,7.23
"560",525,"AFV06","Muro","C6","N","N","0","0","0",0,"N","2017/05/07",525,7.23
"561",535,"AFV06","Muro","C6","N","N","0","0","0",0,"N","2017/05/11",535,7.23
"562",575,"AFV06","Muro","C6","D","S","31.8","0","0",0,"S","2017/05/18",575,7.23
